District,County,Subcounty,Parish,Pop_Male,Pop_Female,Pop_Ratio,Pop_Total
Apac,Apac Municipality,Apac Town Council,Eastern,3941,4284,92,8225
Apac,Apac Municipality,Apac Town Council,Western,3301,3446,95.8,6747
Apac,Apac Municipality,Apac,Abedi,5855,6236,93.9,12091
Apac,Apac Municipality,Apac,Akere,4473,4686,95.5,9159
Apac,Apac Municipality,Apac,Atana,5225,5635,92.7,10860
Apac,Apac Municipality,Apac,Atik,5697,5845,97.5,11542
Apac,Apac Municipality,Apac,Atopi,4378,4583,95.5,8961
Apac,Kwania,Abongomola,Abany,2216,2235,99.1,4451
Apac,Kwania,Abongomola,Abwong,3500,3622,96.6,7122
Apac,Kwania,Abongomola,Achungi,2726,2836,96.1,5562
Apac,Kwania,Abongomola,Akali,3534,3599,98.2,7133
Apac,Kwania,Abongomola,Amorigoga,3094,3389,91.3,6483
Apac,Kwania,Abongomola,Tei-Oro,1665,1773,93.9,3438
Apac,Kwania,Aduku Town Council,Ikwera,1226,1358,90.3,2584
Apac,Kwania,Aduku Town Council,Teduka,2446,2685,91.1,5131
Apac,Kwania,Aduku,Aboko,4281,4618,92.7,8899
Apac,Kwania,Aduku,Adyeda,1391,1442,96.5,2833
Apac,Kwania,Aduku,Alira,3046,3256,93.6,6302
Apac,Kwania,Aduku,Apire,3035,3085,98.4,6120
Apac,Kwania,Aduku,Ongoceng,2618,2793,93.7,5411
Apac,Kwania,Chawente,Acenlworo,3305,3262,101.3,6567
Apac,Kwania,Chawente,Ajar,2856,2864,99.7,5720
Apac,Kwania,Chawente,Alido,2819,2954,95.4,5773
Apac,Kwania,Chawente,Atongtidi,5104,5355,95.3,10459
Apac,Kwania,Chawente,Atule,2673,2745,97.4,5418
Apac,Kwania,Inomo,Abedmot,2149,2209,97.3,4358
Apac,Kwania,Inomo,Agwiciri,2633,2846,92.5,5479
Apac,Kwania,Inomo,Ajok,3371,3443,97.9,6814
Apac,Kwania,Inomo,Aluka,2415,2445,98.8,4860
Apac,Kwania,Inomo,Banya,1735,1855,93.5,3590
Apac,Kwania,Inomo,Inomo,2212,2299,96.2,4511
Apac,Kwania,Nambieso,Abuli,2292,2388,96,4680
Apac,Kwania,Nambieso,Acaba,2753,2952,93.3,5705
Apac,Kwania,Nambieso,Anwangi,3390,3528,96.1,6918
Apac,Kwania,Nambieso,Aornga,2173,2303,94.4,4476
Apac,Kwania,Nambieso,Ayabi,2266,2364,95.9,4630
Apac,Kwania,Nambieso,Bung,2735,2950,92.7,5685
Apac,Kwania,Nambieso,Etekober,2896,2886,100.3,5782
Apac,Kwania,Nambieso,Ogwil,1317,1375,95.8,2692
Apac,Kwania,Nambieso,Owiny,2403,2592,92.7,4995
Apac,Kwania,Nambieso,Punuatar,1368,1355,101,2723
Apac,Maruzi,Akokoro,Akokoro,1967,1985,99.1,3952
Apac,Maruzi,Akokoro,Alaro,3741,3745,99.9,7486
Apac,Maruzi,Akokoro,Amun,2035,2096,97.1,4131
Apac,Maruzi,Akokoro,Apoi,2342,2128,110.1,4470
Apac,Maruzi,Akokoro,Awila,2492,2514,99.1,5006
Apac,Maruzi,Akokoro,Ayago,2533,2580,98.2,5113
Apac,Maruzi,Akokoro,Ayeolyec,3428,3140,109.2,6568
Apac,Maruzi,Akokoro,Kungu,2815,2570,109.5,5385
Apac,Maruzi,Chegere,Adem,1564,1624,96.3,3188
Apac,Maruzi,Chegere,Agong,982,970,101.2,1952
Apac,Maruzi,Chegere,Atigolwok,1774,1849,95.9,3623
Apac,Maruzi,Chegere,Barodilo,1587,1608,98.7,3195
Apac,Maruzi,Chegere,Chegere,2366,2598,91.1,4964
Apac,Maruzi,Chegere,Ilee,1404,1378,101.9,2782
Apac,Maruzi,Chegere,Kidilani,2626,2808,93.5,5434
Apac,Maruzi,Chegere,Ololango,1533,1609,95.3,3142
Apac,Maruzi,Chegere,Ongica,1818,1907,95.3,3725
Apac,Maruzi,Chegere,Teboke,1676,1798,93.2,3474
Apac,Maruzi,Ibuje,Aganga,3316,3242,102.3,6558
Apac,Maruzi,Ibuje,Aketo,3378,3417,98.9,6795
Apac,Maruzi,Ibuje,Alworoceng,4313,4486,96.1,8799
Apac,Maruzi,Ibuje,Amii Amilo,3244,3413,95,6657
Apac,Maruzi,Ibuje,Amiiaberidwogo,2265,2365,95.8,4630
Apac,Maruzi,Ibuje,Tarogali,3283,3425,95.9,6708
Arua,Arua Municipality,Arua Hill Division,Awindiri,4868,4519,107.7,9387
Arua,Arua Municipality,Arua Hill Division,Bazaar,2263,2274,99.5,4537
Arua,Arua Municipality,Arua Hill Division,Mvara,2259,2390,94.5,4649
Arua,Arua Municipality,River Oli Division,Kenya,6279,7069,88.8,13348
Arua,Arua Municipality,River Oli Division,Pangisa,6815,7651,89.1,14466
Arua,Arua Municipality,River Oli Division,Tanganyika,7232,8343,86.7,15575
Arua,Ayivu,Adumi,Anyara,1793,2003,89.5,3796
Arua,Ayivu,Adumi,Kati,2517,2651,94.9,5168
Arua,Ayivu,Adumi,Mite,3140,3500,89.7,6640
Arua,Ayivu,Adumi,Nyiovura,4349,4903,88.7,9252
Arua,Ayivu,Adumi,Ombachi,2815,3102,90.7,5917
Arua,Ayivu,Aroi,Aliba,1571,1693,92.8,3264
Arua,Ayivu,Aroi,Alivu,1859,2114,87.9,3973
Arua,Ayivu,Aroi,Bura,2351,2656,88.5,5007
Arua,Ayivu,Aroi,Kamule,1366,1435,95.2,2801
Arua,Ayivu,Aroi,Micu,2464,2712,90.9,5176
Arua,Ayivu,Aroi,Robu,1990,2150,92.6,4140
Arua,Ayivu,Ayivuni,Anzu,3265,3725,87.7,6990
Arua,Ayivu,Ayivuni,Kubo,1883,2005,93.9,3888
Arua,Ayivu,Ayivuni,Mbaraka,3225,3327,96.9,6552
Arua,Ayivu,Ayivuni,Olevu,2498,2752,90.8,5250
Arua,Ayivu,Dadamu,Arivu,3893,4306,90.4,8199
Arua,Ayivu,Dadamu,Ariwara,4190,4906,85.4,9096
Arua,Ayivu,Dadamu,Luvu,1405,1495,94,2900
Arua,Ayivu,Dadamu,Odravu,2295,2477,92.7,4772
Arua,Ayivu,Dadamu,Oduluba,2283,2677,85.3,4960
Arua,Ayivu,Dadamu,Tanganyika,3402,3829,88.8,7231
Arua,Ayivu,Dadamu,Yapi,1794,2126,84.4,3920
Arua,Ayivu,Manibe,Eleku,1715,1954,87.8,3669
Arua,Ayivu,Manibe,Ewadri,1697,1901,89.3,3598
Arua,Ayivu,Manibe,Lufe,2326,2701,86.1,5027
Arua,Ayivu,Manibe,Odravu,1608,1776,90.5,3384
Arua,Ayivu,Manibe,Ombachi,1460,1603,91.1,3063
Arua,Ayivu,Manibe,Ombokoro,1810,2052,88.2,3862
Arua,Ayivu,Manibe,Oreku,2124,2296,92.5,4420
Arua,Ayivu,Manibe,Robu,1034,1222,84.6,2256
Arua,Ayivu,Oluko,Ambeko,1060,1140,93,2200
Arua,Ayivu,Oluko,Anipi,1397,1517,92.1,2914
Arua,Ayivu,Oluko,Bunyu,1666,1666,100,3332
Arua,Ayivu,Oluko,Nyio,2013,2160,93.2,4173
Arua,Ayivu,Oluko,Ombokoro,1703,1871,91,3574
Arua,Ayivu,Oluko,Onzivu,5689,6839,83.2,12528
Arua,Ayivu,Oluko,Turu,1328,1497,88.7,2825
Arua,Ayivu,Oluko,Wandi,1399,1519,92.1,2918
Arua,Ayivu,Oluko,Yabiavoko,2021,2221,91,4242
Arua,Ayivu,Pajulu,Adalafu,5585,6226,89.7,11811
Arua,Ayivu,Pajulu,Alivu,2753,3176,86.7,5929
Arua,Ayivu,Pajulu,Driwala,4473,5044,88.7,9517
Arua,Ayivu,Pajulu,Etori,2544,2976,85.5,5520
Arua,Ayivu,Pajulu,Komite,3031,3695,82,6726
Arua,Ayivu,Pajulu,Nyaracu,1239,1304,95,2543
Arua,Ayivu,Pajulu,Pokea,3880,4660,83.3,8540
Arua,Ayivu,Pajulu,Urugbo,1665,1881,88.5,3546
Arua,Ayivu,Pajulu,Yivu,2896,3185,90.9,6081
Arua,Madi Okollo,Anyiribu,Ayuu,779,793,98.2,1572
Arua,Madi Okollo,Anyiribu,Bondo,1204,1307,92.1,2511
Arua,Madi Okollo,Anyiribu,Omii,1250,1266,98.7,2516
Arua,Madi Okollo,Anyiribu,Yilli,603,700,86.1,1303
Arua,Madi Okollo,Ewanga,Dumunga,1315,1292,101.8,2607
Arua,Madi Okollo,Ewanga,Ewanguru,1084,1136,95.4,2220
Arua,Madi Okollo,Ewanga,Roga,828,776,106.7,1604
Arua,Madi Okollo,Ewanga,Wakanadinya,995,884,112.6,1879
Arua,Madi Okollo,Offaka,Adraa,2122,2277,93.2,4399
Arua,Madi Okollo,Offaka,Elibu,2478,2621,94.5,5099
Arua,Madi Okollo,Offaka,Ocebu,1797,1898,94.7,3695
Arua,Madi Okollo,Offaka,Oribu,2831,3142,90.1,5973
Arua,Madi Okollo,Ogoko,Ayavu,1888,1910,98.8,3798
Arua,Madi Okollo,Ogoko,Enyio,988,1094,90.3,2082
Arua,Madi Okollo,Ogoko,Olali,2269,2267,100.1,4536
Arua,Madi Okollo,Ogoko,Pamvara,2258,2337,96.6,4595
Arua,Madi Okollo,Ogoko,Yachi,1897,1741,109,3638
Arua,Madi Okollo,Okollo,Ajibu,1858,1959,94.8,3817
Arua,Madi Okollo,Okollo,Baito,1966,1943,101.2,3909
Arua,Madi Okollo,Okollo,Okollo,2574,2914,88.3,5488
Arua,Madi Okollo,Okollo,Onyomu,2222,2396,92.7,4618
Arua,Madi Okollo,Pawor,Jolyevu,832,961,86.6,1793
Arua,Madi Okollo,Pawor,Ndavu,773,842,91.8,1615
Arua,Madi Okollo,Pawor,Panduku,1888,1992,94.8,3880
Arua,Madi Okollo,Pawor,Parabok,1170,1324,88.4,2494
Arua,Madi Okollo,Rhino Camp,Anipi,1554,1430,108.7,2984
Arua,Madi Okollo,Rhino Camp,Awuvu,2195,2408,91.2,4603
Arua,Madi Okollo,Rhino Camp,Bandili,1972,1978,99.7,3950
Arua,Madi Okollo,Rhino Camp,Eramva,1990,2195,90.7,4185
Arua,Madi Okollo,Rhino Camp,Gbulukuatuni,2476,2509,98.7,4985
Arua,Madi Okollo,Rhino Camp,Manago,1521,1576,96.5,3097
Arua,Madi Okollo,Rigbo,Aliba,3203,3372,95,6575
Arua,Madi Okollo,Rigbo,Kwili,2256,2389,94.4,4645
Arua,Madi Okollo,Rigbo,Luba,2948,3254,90.6,6202
Arua,Madi Okollo,Rigbo,Ocea,1113,1099,101.3,2212
Arua,Madi Okollo,Rigbo,Odobu,1202,1104,108.9,2306
Arua,Madi Okollo,Rigbo,Odoi,1955,2050,95.4,4005
Arua,Madi Okollo,Uleppi,Arara,1053,1163,90.5,2216
Arua,Madi Okollo,Uleppi,Katiyi,1450,1623,89.3,3073
Arua,Madi Okollo,Uleppi,Laura,1619,1890,85.7,3509
Arua,Terego,Aii-Vu,Alia,1778,1880,94.6,3658
Arua,Terego,Aii-Vu,Aripia,2750,2967,92.7,5717
Arua,Terego,Aii-Vu,Ayuri,2114,2287,92.4,4401
Arua,Terego,Aii-Vu,Edayi,1847,1943,95.1,3790
Arua,Terego,Aii-Vu,Erea,2341,2360,99.2,4701
Arua,Terego,Aii-Vu,Onai,2620,2651,98.8,5271
Arua,Terego,Aii-Vu,Onzoro,2594,2687,96.5,5281
Arua,Terego,Aii-Vu,Otrevu,1939,2079,93.3,4018
Arua,Terego,Aii-Vu,Paranga,1702,1765,96.4,3467
Arua,Terego,Bileafe,Abindi,2796,3063,91.3,5859
Arua,Terego,Bileafe,Adripi,2067,2205,93.7,4272
Arua,Terego,Bileafe,Ajiraku,2249,2419,93,4668
Arua,Terego,Bileafe,Nicu,3214,3377,95.2,6591
Arua,Terego,Katrini,Anavu,2152,2348,91.7,4500
Arua,Terego,Katrini,Ocopi,2955,3328,88.8,6283
Arua,Terego,Katrini,Okavu,1793,1922,93.3,3715
Arua,Terego,Katrini,Olea,1823,2061,88.5,3884
Arua,Terego,Katrini,Olua,3762,4226,89,7988
Arua,Terego,Katrini,Onzoro,2598,2931,88.6,5529
Arua,Terego,Odupi,Azapi,2301,2560,89.9,4861
Arua,Terego,Odupi,Imvepi,4899,4836,101.3,9735
Arua,Terego,Odupi,Lugbari,2261,2430,93,4691
Arua,Terego,Odupi,Okavu,2337,2541,92,4878
Arua,Terego,Odupi,Ombokoro,1778,1869,95.1,3647
Arua,Terego,Odupi,Orivu,3281,3552,92.4,6833
Arua,Terego,Odupi,Otumbari,1908,2158,88.4,4066
Arua,Terego,Omugo,Angazi,2561,2833,90.4,5394
Arua,Terego,Omugo,Anyufira,2810,3246,86.6,6056
Arua,Terego,Omugo,Bura,3612,3965,91.1,7577
Arua,Terego,Omugo,Duku,1410,1574,89.6,2984
Arua,Terego,Omugo,Ndaapi,2300,2463,93.4,4763
Arua,Terego,Omugo,Obi,3356,3592,93.4,6948
Arua,Terego,Omugo,Owayi,2622,2822,92.9,5444
Arua,Terego,Omugo,Yiddu,2099,2313,90.7,4412
Arua,Terego,Uriama,Akinio,2256,2341,96.4,4597
Arua,Terego,Uriama,Ejoni,2438,2544,95.8,4982
Arua,Terego,Uriama,Katiku,1593,1536,103.7,3129
Arua,Terego,Uriama,Maraju,3465,3548,97.7,7013
Arua,Terego,Uriama,Otumbari,1790,1910,93.7,3700
Arua,Vurra,Ajia,Ajia,1234,1320,93.5,2554
Arua,Vurra,Ajia,Alivu,1157,1281,90.3,2438
Arua,Vurra,Ajia,Aya-Aya,1342,1260,106.5,2602
Arua,Vurra,Ajia,Ayaa,1205,1206,99.9,2411
Arua,Vurra,Ajia,Ewaa,1816,2010,90.3,3826
Arua,Vurra,Ajia,Nyirivu,1969,2076,94.8,4045
Arua,Vurra,Ajia,Ocoko,1243,1375,90.4,2618
Arua,Vurra,Ajia,Olevu,1466,1486,98.7,2952
Arua,Vurra,Ajia,Ombokoro,1800,2050,87.8,3850
Arua,Vurra,Arivu,Awika,2973,2907,102.3,5880
Arua,Vurra,Arivu,Eceko,1835,2010,91.3,3845
Arua,Vurra,Arivu,Ombavu,1894,2090,90.6,3984
Arua,Vurra,Arivu,Omoo,1737,2009,86.5,3746
Arua,Vurra,Arivu,Pajuru,1507,1678,89.8,3185
Arua,Vurra,Arivu,Ulupi,1671,1879,88.9,3550
Arua,Vurra,Logiri,Anyavu,3734,3990,93.6,7724
Arua,Vurra,Logiri,Chiaba,1633,1858,87.9,3491
Arua,Vurra,Logiri,Jiki,1059,1109,95.5,2168
Arua,Vurra,Logiri,Lazebu,3391,3414,99.3,6805
Arua,Vurra,Logiri,Okavu,3135,3198,98,6333
Arua,Vurra,Logiri,Oliba,1900,2017,94.2,3917
Arua,Vurra,Logiri,Ozoo,3183,3829,83.1,7012
Arua,Vurra,Vurra,Ajono,2867,3278,87.5,6145
Arua,Vurra,Vurra,Anzuu,1414,1530,92.4,2944
Arua,Vurra,Vurra,Ayavu,2023,2321,87.2,4344
Arua,Vurra,Vurra,Eruba,3325,3749,88.7,7074
Arua,Vurra,Vurra,Ezuku,1854,2021,91.7,3875
Arua,Vurra,Vurra,Kuluva,1824,2175,83.9,3999
Arua,Vurra,Vurra,Nyio,2501,2694,92.8,5195
Arua,Vurra,Vurra,Opia,1860,1995,93.2,3855
Arua,Vurra,Vurra,Ringili,1261,1452,86.8,2713
Arua,Vurra,Vurra,Tilevu,2215,2239,98.9,4454
Budaka,Budaka,Budaka Town Council,Budaka,1784,1840,97,3624
Budaka,Budaka,Budaka Town Council,Bwase,3178,3677,86.4,6855
Budaka,Budaka,Budaka Town Council,Macholi,2877,3046,94.5,5923
Budaka,Budaka,Budaka Town Council,Nabweyo,1571,1777,88.4,3348
Budaka,Budaka,Budaka Town Council,Namengo,1946,2113,92.1,4059
Budaka,Budaka,Budaka,Chali,1298,1346,96.4,2644
Budaka,Budaka,Budaka,Gadumire,1323,1390,95.2,2713
Budaka,Budaka,Budaka,Nampangala,1218,1319,92.3,2537
Budaka,Budaka,Budaka,Sapiri,1500,1680,89.3,3180
Budaka,Budaka,Kachomo,Kachomo,2396,2569,93.3,4965
Budaka,Budaka,Kachomo,Kadenghe,1680,1856,90.5,3536
Budaka,Budaka,Kachomo,Kodiri,1596,1552,102.8,3148
Budaka,Budaka,Kachomo,Kotinyanga,1353,1504,90,2857
Budaka,Budaka,Kaderuna,Kabuna,1711,1877,91.2,3588
Budaka,Budaka,Kaderuna,Kaderuna,1606,1835,87.5,3441
Budaka,Budaka,Kaderuna,Kaperi,1188,1212,98,2400
Budaka,Budaka,Kaderuna,Kebula,1554,1691,91.9,3245
Budaka,Budaka,Kaderuna,Kiryolo,2111,2232,94.6,4343
Budaka,Budaka,Kakule,Kakule,1067,1132,94.3,2199
Budaka,Budaka,Kakule,Kaperi,1111,1195,93,2306
Budaka,Budaka,Kakule,Kasuleta,1680,1773,94.8,3453
Budaka,Budaka,Kakule,Lerya,581,600,96.8,1181
Budaka,Budaka,Kakule,Namusita,1604,1709,93.9,3313
Budaka,Budaka,Lyama,Lyama,2421,2581,93.8,5002
Budaka,Budaka,Lyama,Nalugondo,2018,2119,95.2,4137
Budaka,Budaka,Lyama,Suni,3452,3515,98.2,6967
Budaka,Budaka,Lyama,Tademeri,1552,1530,101.4,3082
Budaka,Budaka,Naboa,Bunyekero,1430,1607,89,3037
Budaka,Budaka,Naboa,Lupada,1461,1528,95.6,2989
Budaka,Budaka,Naboa,Naboa,1743,1887,92.4,3630
Budaka,Budaka,Naboa,Nangeye,2047,2242,91.3,4289
Budaka,Budaka,Nansanga,Idudi A,1520,1572,96.7,3092
Budaka,Budaka,Nansanga,Idudi B,966,990,97.6,1956
Budaka,Budaka,Nansanga,Nansanga A,1309,1413,92.6,2722
Budaka,Budaka,Nansanga,Nansanga B,944,929,101.6,1873
Budaka,Iki-Iki,Iki-Iki,Iki-Iki,2628,3106,84.6,5734
Budaka,Iki-Iki,Iki-Iki,Kadenge,1494,1566,95.4,3060
Budaka,Iki-Iki,Iki-Iki,Kaitangole,1712,1804,94.9,3516
Budaka,Iki-Iki,Iki-Iki,Kakoli,1583,1603,98.8,3186
Budaka,Iki-Iki,Iki-Iki,Petete,1519,1590,95.5,3109
Budaka,Iki-Iki,Kameruka,Bupuchai,1108,1148,96.5,2256
Budaka,Iki-Iki,Kameruka,Kameruka,1601,1685,95,3286
Budaka,Iki-Iki,Kameruka,Lerya,1759,1772,99.3,3531
Budaka,Iki-Iki,Kameruka,Nabugalo,1350,1443,93.6,2793
Budaka,Iki-Iki,Kameruka,Nanzala,1493,1548,96.4,3041
Budaka,Iki-Iki,Kamonkoli,Bunyolo,2011,2130,94.4,4141
Budaka,Iki-Iki,Kamonkoli,Jami,1506,1496,100.7,3002
Budaka,Iki-Iki,Kamonkoli,Kadamukoli,2390,2494,95.8,4884
Budaka,Iki-Iki,Kamonkoli,Kamonkoli,3088,3307,93.4,6395
Budaka,Iki-Iki,Kamonkoli,Sekulo,3067,3275,93.6,6342
Budaka,Iki-Iki,Katiira,Kadatumi,1854,1986,93.4,3840
Budaka,Iki-Iki,Katiira,Katiira,2196,2305,95.3,4501
Budaka,Iki-Iki,Katiira,Kavule,1556,1651,94.2,3207
Budaka,Iki-Iki,Katiira,Kerekerene,2271,2375,95.6,4646
Budaka,Iki-Iki,Mugiti,Bukaligwoko,923,941,98.1,1864
Budaka,Iki-Iki,Mugiti,Bunamwera,832,861,96.6,1693
Budaka,Iki-Iki,Mugiti,Mugiti,1011,1056,95.7,2067
Budaka,Iki-Iki,Mugiti,Nasenyi,1067,1022,104.4,2089
Budaka,Iki-Iki,Mugiti,Nyanza,1805,1975,91.4,3780
Bududa,Manjiya,Bubiita,Maaba,699,698,100.1,1397
Bududa,Manjiya,Bubiita,Shikhulusi,711,830,85.7,1541
Bududa,Manjiya,Bubiita,Shishendu,945,882,107.1,1827
Bududa,Manjiya,Bubiita,Shiteka,1110,1108,100.2,2218
Bududa,Manjiya,Bududa Town Council,Buloli North,536,492,108.9,1028
Bududa,Manjiya,Bududa Town Council,Buloli South,692,796,86.9,1488
Bududa,Manjiya,Bududa Town Council,Bunamutunyi,589,547,107.7,1136
Bududa,Manjiya,Bududa Town Council,Buwanabisi,635,666,95.3,1301
Bududa,Manjiya,Bududa Town Council,Nashula,977,869,112.4,1846
Bududa,Manjiya,Bududa,Bukhatondi,645,659,97.9,1304
Bududa,Manjiya,Bududa,Bukibino,1221,1225,99.7,2446
Bududa,Manjiya,Bududa,Bukimuma,882,883,99.9,1765
Bududa,Manjiya,Bududa,Buneembe,843,819,102.9,1662
Bududa,Manjiya,Bududa,Busai,1120,1080,103.7,2200
Bududa,Manjiya,Bududa,Bushinyekwa,717,702,102.1,1419
Bududa,Manjiya,Bukalasi,Bukalasi,690,734,94,1424
Bududa,Manjiya,Bukalasi,Bukibumbi,990,972,101.9,1962
Bududa,Manjiya,Bukalasi,Bundesi,602,591,101.9,1193
Bududa,Manjiya,Bukalasi,Kasuni,609,605,100.7,1214
Bududa,Manjiya,Bukalasi,Maika,677,646,104.8,1323
Bududa,Manjiya,Bukalasi,Nabulalo,809,808,100.1,1617
Bududa,Manjiya,Bukalasi,Namasheti,619,629,98.4,1248
Bududa,Manjiya,Bukalasi,Nametsi,379,347,109.2,726
Bududa,Manjiya,Bukalasi,Shibanga,564,483,116.8,1047
Bududa,Manjiya,Bukalasi,Suume,571,581,98.3,1152
Bududa,Manjiya,Bukibokolo,Buirimbi,1018,1051,96.9,2069
Bududa,Manjiya,Bukibokolo,Bukari,764,780,97.9,1544
Bududa,Manjiya,Bukibokolo,Bulumino,751,751,100,1502
Bududa,Manjiya,Bukibokolo,Bunamukye,1049,1049,100,2098
Bududa,Manjiya,Bukibokolo,Buwakhata,1422,1407,101.1,2829
Bududa,Manjiya,Bukigai,Bumakuma,1758,1759,99.9,3517
Bududa,Manjiya,Bukigai,Bumangoye,728,725,100.4,1453
Bududa,Manjiya,Bukigai,Bumatanda,817,924,88.4,1741
Bududa,Manjiya,Bukigai,Bumirume,774,746,103.8,1520
Bududa,Manjiya,Bukigai,Bunakuti,1479,1536,96.3,3015
Bududa,Manjiya,Bukigai,Bunamubi,1195,1209,98.8,2404
Bududa,Manjiya,Bukigai,Bunaporo,874,948,92.2,1822
Bududa,Manjiya,Bukigai,Butiriku,1089,1195,91.1,2284
Bududa,Manjiya,Bulucheke,Bumaemba,639,501,127.5,1140
Bududa,Manjiya,Bulucheke,Bumasata,769,764,100.7,1533
Bududa,Manjiya,Bulucheke,Bumwalukani,1881,1779,105.7,3660
Bududa,Manjiya,Bulucheke,Bumwalye,1135,1078,105.3,2213
Bududa,Manjiya,Bulucheke,Bunanzushi,818,775,105.5,1593
Bududa,Manjiya,Bulucheke,Sakusaku,2615,2355,111,4970
Bududa,Manjiya,Bumasheti,Bukhura,2274,1901,119.6,4175
Bududa,Manjiya,Bumasheti,Bukibokolo,2137,2071,103.2,4208
Bududa,Manjiya,Bumasheti,Bunamae,2117,2089,101.3,4206
Bududa,Manjiya,Bumasheti,Busamaali,1679,1662,101,3341
Bududa,Manjiya,Bumayoka,Bubukasha,833,862,96.6,1695
Bududa,Manjiya,Bumayoka,Bufuma,1215,1151,105.6,2366
Bududa,Manjiya,Bumayoka,Bumayoka,1262,1263,99.9,2525
Bududa,Manjiya,Bumayoka,Bunandutu,979,931,105.2,1910
Bududa,Manjiya,Bumayoka,Mabono,1896,1881,100.8,3777
Bududa,Manjiya,Bumayoka,Namakukye,915,956,95.7,1871
Bududa,Manjiya,Bumayoka,Namukhuyu,736,699,105.3,1435
Bududa,Manjiya,Bumayoka,Ulukusi,1825,1847,98.8,3672
Bududa,Manjiya,Bushika,Bubungi,2167,2111,102.7,4278
Bududa,Manjiya,Bushika,Bufutsa,2323,2274,102.2,4597
Bududa,Manjiya,Bushika,Bukhaukha,1420,1340,106,2760
Bududa,Manjiya,Bushika,Bumushiso,1023,1086,94.2,2109
Bududa,Manjiya,Bushika,Bunabutiti,2244,2298,97.7,4542
Bududa,Manjiya,Bushika,Bunamanda,1121,1091,102.7,2212
Bududa,Manjiya,Bushika,Namakuto,1678,1796,93.4,3474
Bududa,Manjiya,Bushika,Nangako Town Board,3452,3502,98.6,6954
Bududa,Manjiya,Bushiribo,Bufukhula,1800,1872,96.2,3672
Bududa,Manjiya,Bushiribo,Bunatsami,1663,1600,103.9,3263
Bududa,Manjiya,Bushiribo,Bushiribo,1131,1088,104,2219
Bududa,Manjiya,Bushiribo,Buswalikha,1254,1133,110.7,2387
Bududa,Manjiya,Bushiyi,Buneboshe,704,685,102.8,1389
Bududa,Manjiya,Bushiyi,Buraba,602,580,103.8,1182
Bududa,Manjiya,Bushiyi,Burafula,1377,1436,95.9,2813
Bududa,Manjiya,Bushiyi,Bushiyi,1550,1577,98.3,3127
Bududa,Manjiya,Bushiyi,Busiriwa,1375,1310,105,2685
Bududa,Manjiya,Bushiyi,Matuwa,921,871,105.7,1792
Bududa,Manjiya,Bushiyi,Nakungulyu,663,730,90.8,1393
Bududa,Manjiya,Bushiyi,Namirumba,690,680,101.5,1370
Bududa,Manjiya,Buwali,Bukobero,926,835,110.9,1761
Bududa,Manjiya,Buwali,Bunamwamba,778,738,105.4,1516
Bududa,Manjiya,Buwali,Buwali,486,508,95.7,994
Bududa,Manjiya,Buwali,Buwashi,646,606,106.6,1252
Bududa,Manjiya,Buwali,Kitsawa,426,418,101.9,844
Bududa,Manjiya,Nabweya,Bulobi,1365,1261,108.2,2626
Bududa,Manjiya,Nabweya,Bunakhayoti,1126,1054,106.8,2180
Bududa,Manjiya,Nabweya,Bunandutu,1051,1084,97,2135
Bududa,Manjiya,Nabweya,Bunantsumya,778,793,98.1,1571
Bududa,Manjiya,Nabweya,Bunyanga,857,879,97.5,1736
Bududa,Manjiya,Nakatsi,Bumukonya,1074,1042,103.1,2116
Bududa,Manjiya,Nakatsi,Bumusenyi,1761,1841,95.7,3602
Bududa,Manjiya,Nakatsi,Bunambatsu,1209,1152,104.9,2361
Bududa,Manjiya,Nakatsi,Bushunya,1375,1423,96.6,2798
Bududa,Manjiya,Nalwanza,Bumakhwa,394,350,112.6,744
Bududa,Manjiya,Nalwanza,Bumakita,893,870,102.6,1763
Bududa,Manjiya,Nalwanza,Bumusi Lower,514,523,98.3,1037
Bududa,Manjiya,Nalwanza,Bumusi Upper,464,500,92.8,964
Bududa,Manjiya,Nalwanza,Bunango,1626,1524,106.7,3150
Bududa,Manjiya,Nalwanza,Buwakiyu,638,595,107.2,1233
Bugiri,Bugiri Municipality,Eastern Division,Naluwerere,2798,3080,90.8,5878
Bugiri,Bugiri Municipality,Eastern Division,Nkusi,3682,4264,86.4,7946
Bugiri,Bugiri Municipality,Western Division,Bwole,3919,4451,88,8370
Bugiri,Bugiri Municipality,Western Division,Ndifakulya,3021,3532,85.5,6553
Bugiri,Bukooli North,Budhaya,Budhaya,2804,2992,93.7,5796
Bugiri,Bukooli North,Budhaya,Bukatu,4090,4336,94.3,8426
Bugiri,Bukooli North,Budhaya,Buwolya,2404,2391,100.5,4795
Bugiri,Bukooli North,Budhaya,Mayuge,4590,4865,94.3,9455
Bugiri,Bukooli North,Bulesa,Buluwe,3349,3744,89.4,7093
Bugiri,Bukooli North,Bulesa,Buwuni Rural,2631,2480,106.1,5111
Bugiri,Bukooli North,Bulesa,Buwuni Town Board,3836,4255,90.2,8091
Bugiri,Bukooli North,Bulesa,Iggwe,2912,3113,93.5,6025
Bugiri,Bukooli North,Bulesa,Kitodha,2647,2684,98.6,5331
Bugiri,Bukooli North,Bulesa,Namasere,3955,4121,96,8076
Bugiri,Bukooli North,Bulidha,Bulidha,2813,2946,95.5,5759
